"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","Uczelnia"
"649",59,397126760,"2024-01-11 15:44:09","2024-01-11 15:54:23","00:10:14","00:10:14","Pedagogika przedszkolna i wczesnoszkolna",NA,"Stacjonarne","Jednolite studia magisterskie","","","Pierwszy","To jest uczelnia pierwszego wyboru","","Nie","","Tak","5","Lepszy plan zajęć i sposób przeprowadzenia wykładów","6","6","7","6","6","5",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"","Dobra lokalizacja","Przyjemna atmosfera","Historia uczelni","Kierunki","Dojazd","Lokalizacja","5","6","6","5","6","5","5","Trudno powiedzieć","5","4","Trudno powiedzieć","5","5","6","5","6","6","5","6","Trudno powiedzieć","Trudno powiedzieć","6","6","6","7","7","6","6","6","6","Kobieta","Nowy targ","Miasto do 19 999 mieszkańców","małopolskie","Nie pracuję",0,1,1,0,0,0,0,"",0,".","Mobile",NA,NA,"","00:00:39","00:00:07","00:00:05","","","00:00:03","00:00:21","","00:00:03","","00:00:14","00:00:40","00:00:41","00:00:47","00:00:31","00:00:51","00:00:55","00:00:16","00:00:58","00:00:40","00:00:38","00:00:25","00:00:55","00:00:20","00:00:05","UIK"
"650",60,397127489,"2024-01-11 15:48:39","2024-01-11 16:00:55","00:12:16","00:12:16","Psychologia",NA,"Niestacjonarne","Jednolite studia magisterskie","","","Pierwszy","To jest uczelnia pierwszego wyboru","","Tak","Uniwersytet Papieski Jana Pawła II w Krakowie","Tak","5","nic, wszystko ok","6","5","5","Nie jest to dla mnie istotne","Trudno powiedzieć","Trudno powiedzieć",1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"","ciekawe możliwości wyboru kierunku studiów","kadra, w większość, przyjazna dla studenta","schludny, ciepły i przestronny budynek uczelni","kierunki i specjalizacje do wyboru","uczelnia blisko dworca głównego","wysokość czesnego studiów niestacjonarnych","5","Trudno powiedzieć","Trudno powiedzieć","5","6","4","5","4","5","6","6","6","6","5","Trudno powiedzieć","3","5","5","5","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","5","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Kobieta","Czaniec","Wieś","śląskie","Nie pracuję",0,0,0,1,0,0,0,"",0,"","PC",NA,NA,"","00:00:09","00:00:05","00:00:08","","","00:00:03","00:00:26","","00:00:08","00:00:14","00:00:14","00:00:39","00:00:38","00:00:32","00:00:18","00:03:13","00:02:11","00:00:07","00:00:58","00:00:35","00:00:33","00:00:17","00:00:36","00:00:11","00:00:03","UIK"
"651",61,397127942,"2024-01-11 15:41:35","2024-01-11 16:04:56","00:23:21","00:23:21","Filologia angielska",NA,"Stacjonarne","Pierwszy","Drugi","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Komisji Edukacji Narodowej w Krakowie","Nie","","Nie","6","","4","7","7","7","6","Nie jest to dla mnie istotne",1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"","Dobra kadra","Wykładowcy z indywidualnym podejściem do studenta","Atrakcyjna lokalizacja","Dobra lokalizacja","Atrakcyjne kierunki studiów","Kameralna uczelnia","5","5","6","5","6","7","3","7","7","7","7","7","7","6","Trudno powiedzieć","6","7","5","7","3","7","5","5","7","6","5","4","6","5","6","Kobieta","Kraków","Miasto 500 000 i więcej mieszkańców","małopolskie","Pracuję, ale nie mam umowy",0,0,0,1,0,1,0,"",0,"","PC",NA,NA,"","00:01:25","00:00:12","00:00:10","00:00:04","","","00:00:06","00:02:19","00:00:03","","00:00:13","","00:01:01","00:01:51","00:00:03","00:01:41","00:00:53","00:00:16","00:01:09","00:00:36","00:07:46","00:00:49","00:01:10","00:01:26","00:00:08","UIK"
"652",62,397128623,"2024-01-11 16:02:39","2024-01-11 16:11:45","00:09:06","00:09:06","Psychologia",NA,"Niestacjonarne","Jednolite studia magisterskie","","","Trzeci","To jest uczelnia pierwszego wyboru","","Nie","","Tak","6","","5","4","4","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne",1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"","Wysoki poziom nauczania","Dostępność ekspertów w dziedzinach, w których nauczają","Plan zajęć studiów niestacjonarnych","Opinie studentów","Miejsce w rankingu kierunku ,,psychologia „ w Polsce","Lokalizacja","5","Trudno powiedzieć","4","3","Trudno powiedzieć","5","5","4","6","5","Trudno powiedzieć","5","4","7","3","2","1","4","5","3","3","5","4","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","5","2","5","Trudno powiedzieć","Kobieta","Nowy Targ","Miasto do 19 999 mieszkańców","małopolskie","Pracuję na etat (pełny lub część)",0,0,0,0,0,0,1,"Chrześcijanin nieuczęszczający do kościoła",0,"Uważam, że pomimo tego, że Uniwersytet Ignatianum jest uczelnią katolicką, powinno zostaw umożliwione przeprowadzanie egzaminów, nadrabianie zajęć w niedzielę. Dla studentów niestacjonarnych pracujących na pełny etat często nie jest możliwe pisanie egzaminów w tygodniu, a niedziela, która jest dniem wolnym zostaje wykluczona","Mobile",NA,NA,"","00:00:07","00:00:06","00:00:05","","","00:00:02","00:00:04","","00:00:03","","00:00:13","","00:00:34","00:00:33","00:00:15","00:01:18","00:00:51","00:00:04","00:00:59","00:00:41","00:00:39","00:00:22","00:00:20","00:00:18","00:01:32","UIK"
"653",63,397129652,"2024-01-11 15:41:26","2024-01-11 16:23:56","00:42:30","00:42:30","Kulturoznawstwo",NA,"Stacjonarne","Pierwszy","Trzeci","","","Chciałam/chciałem studiować na innej uczelni","Akademia Teatralna im. S. Wyspiańskiego w Krakowie","Nie","","Tak","5","więcej praktycznych wykładów z Cyberkultury i mediów na kulturoznawstwie","6","6","3","6","4","4",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"","kameralność","w większości miły stosunek do studenta",".","kameralność","blisko do dworca",".","4","4","4","5","2","Trudno powiedzieć","7","Trudno powiedzieć","Trudno powiedzieć","6","7","Trudno powiedzieć","7","7","4","4","7","Trudno powiedzieć","4","3","4","6","6","7","7","7","7","Trudno powiedzieć","6","7","Kobieta","Smoryń","Wieś","lubelskie","Wolę nie odpowiadać",1,1,1,0,0,0,0,"",0,"","PC",NA,NA,"","00:00:24","00:00:18","00:00:08","00:00:06","","","00:00:05","00:00:54","00:00:05","","00:00:20","00:33:11","00:00:41","00:00:29","00:00:22","00:00:44","00:00:27","00:00:04","00:00:53","00:00:57","00:00:52","00:00:29","00:00:33","00:00:23","00:00:05","UIK"
"654",64,397130225,"2024-01-11 16:16:58","2024-01-11 16:29:43","00:12:45","00:12:45","Zarządzanie i nowe technologie w sferze publicznej",NA,"Stacjonarne","Pierwszy","Pierwszy","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Ekonimiczny w Krakowie","Nie","","Tak","1. Niska satysfakcja","Kontakt ze studentami. Nie działanie przeciwko studentom.","4","2","3","4","Trudno powiedzieć","Nie jest to dla mnie istotne",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"","Katolicka Uczelnia","Przyjemny wystrój","","W granicach odpowiadający kierunek","Dobra lokalizacja","","4","7","6","4","1","1","7","1","1","1","1","6","Trudno powiedzieć","5","Trudno powiedzieć","6","6","3","4","Trudno powiedzieć","1","7","3","4","Trudno powiedzieć","7","1","6","Trudno powiedzieć","Trudno powiedzieć","Kobieta","Nowy Sącz","Miasto 100 000-499 999 mieszkańców","małopolskie","Nie pracuję",0,1,0,0,0,0,0,"",0,"","Mobile",NA,NA,"","00:00:08","00:00:21","00:00:46","00:00:04","","","00:00:07","00:00:27","00:00:04","","00:00:18","00:00:41","00:01:01","00:00:44","00:00:25","00:01:44","00:00:52","00:00:10","00:01:02","00:00:53","00:01:03","00:00:45","00:00:41","00:00:22","00:00:07","UIK"
"655",65,397131542,"2024-01-11 16:37:10","2024-01-11 16:44:22","00:07:12","00:07:12","Psychologia",NA,"Stacjonarne","Jednolite studia magisterskie","Pierwszy","","Pierwszy","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Jagielloński","Nie","","Nie","6","","2","6","6","Nie jest to dla mnie istotne","Trudno powiedzieć","Trudno powiedzieć",0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"","Dobra atmosfera na uczelni","Przyjaźni wykładowcy","Aktualna wiedza","Aktualna wiedza","Nowoczesność uczelni","","6","3","4","5","6","6","3","5","5","6","6","6","5","5","Trudno powiedzieć","Trudno powiedzieć","6","5","6","5","Trudno powiedzieć","3","2","Trudno powiedzieć","6","6","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Kobieta","Kraków","Miasto 100 000-499 999 mieszkańców","małopolskie","Nie pracuję",0,0,0,0,1,0,0,"",0,"","Mobile",NA,NA,"","00:00:07","00:00:08","00:00:12","","","00:00:06","00:00:05","00:00:10","00:00:04","","00:00:12","","00:00:30","00:00:28","00:00:21","00:00:52","00:00:26","00:00:03","00:00:54","00:00:45","00:00:43","00:00:32","00:00:29","00:00:06","00:00:02","UIK"
"656",66,397132439,"2024-01-11 16:46:41","2024-01-11 16:54:08","00:07:27","00:07:27","Psychologia",NA,"Stacjonarne","Jednolite studia magisterskie","","","Trzeci","To jest uczelnia pierwszego wyboru","","Nie","","Nie","5","usunięcie z uczelni wykładowców, przez których wiele osób rezygnuje ze studiów","5","5","4","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","mała/kameralna","","","opinie","odległość","","4","4","3","5","4","4","4","4","4","5","6","6","6","6","5","4","6","5","5","5","3","4","3","4","5","5","4","5","4","5","Kobieta","Kraków","Miasto 500 000 i więcej mieszkańców","małopolskie","Wykonuję umowy zlecenia, umowy o dzieło",1,1,1,0,0,0,0,"",0,"","PC",NA,NA,"","00:00:37","00:00:09","00:00:05","","","00:00:03","00:00:09","","00:00:03","","00:00:10","00:01:03","00:00:29","00:00:35","00:00:19","00:00:19","00:00:13","00:00:02","00:00:37","00:00:37","00:00:55","00:00:16","00:00:24","00:00:20","00:00:02","UIK"
"657",67,397132538,"2024-01-11 16:26:46","2024-01-11 16:55:19","00:28:33","00:28:33","Psychologia",NA,"Stacjonarne","Jednolite studia magisterskie","","","Trzeci","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Jagielloński","Tak","Uniwersytet Jagielloński","Nie","6","","5","6","7","Nie jest to dla mnie istotne","Trudno powiedzieć","1",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"","Kameralna","Otwarta na różne opinie i perspektywy","","Kameralna","Dobre rokowania na rynku pracy","","5","2","1","6","Trudno powiedzieć","Trudno powiedzieć","2","Trudno powiedzieć","2","7","7","Trudno powiedzieć","5","7","3","1","5","Trudno powiedzieć","6","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","5","6","6","6","Mężczyzna","Mników","Wieś","małopolskie","Nie pracuję",0,0,0,0,0,1,0,"",0,"","Mobile",NA,NA,"","00:03:05","00:01:03","00:00:12","","","00:00:16","00:00:06","00:00:13","00:00:13","00:00:12","00:01:17","","00:03:25","00:02:59","00:02:48","00:01:42","00:00:30","00:00:45","00:03:30","00:02:40","00:01:17","00:00:51","00:00:36","00:00:43","00:00:10","UIK"
"658",68,397133756,"2024-01-11 16:53:41","2024-01-11 17:05:25","00:11:44","00:11:44","Administracja i polityka publiczna",NA,"Niestacjonarne","Pierwszy","Drugi","","","Chciałam/chciałem studiować na innej uczelni","uniwersytet Jagielloński","Tak","Uniwersytet Jagielloński","Tak","7. Wysoka satysfakcja","","7","6","6","5","6","6",1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"","Nacisk na wykształcenie przekazując ciekawie wiedzę","Udostępnianie materiałów","Kameralnośc","Doświadczenie prowadzących","Kierunek","Poziom","7","5","5","7","7","4","2","5","5","7","7","7","6","7","5","3","7","7","7","5","5","5","3","5","6","6","6","7","5","4","Wolę nie podawać","Pawlikowice","Wieś","małopolskie","Wolę nie odpowiadać",0,1,0,0,0,0,0,"",0,"Przede wszystkim UIK stawia na relacje i dzięki temu wspólnie z koleżankami i kolegami studentami możemy realizować program studiów, wzajemnie się wspierając, współpracując i pomagając. Dzięki UIK poznałem wiele mądrych i odpowiedzialnych ludzi, a nawet mogę rzec przyjaciół. UIK powoduje że rozwijam się zarówno osobiście jak i edukacyjnie","PC",NA,NA,"","00:04:38","00:00:04","00:00:03","00:00:03","","","00:00:04","00:00:08","00:00:03","00:00:08","00:00:06","","00:00:17","00:00:22","00:00:54","00:00:40","00:00:21","00:00:02","00:00:29","00:00:22","00:00:25","00:00:16","00:00:25","00:00:04","00:01:50","UIK"
"659",69,397133795,"2024-01-11 16:41:50","2024-01-11 17:05:55","00:24:05","00:24:05","Psychologia",NA,"Stacjonarne","Jednolite studia magisterskie","","","Trzeci","To jest uczelnia pierwszego wyboru","","Nie","","Tak","3","Większy poziom organizacji oraz zmiana części wykładowców, ktorzy nie są zaiteresowani nauczaniem. Więcej praktycznych zajęć lub jakakolwiek pomoc w znalezieniu praktyk również byłaby mile widziana.","6","4","2","Nie jest to dla mnie istotne","3","6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"Nowoczesność","Kameralna","Ciekawa kadra wykładowców (zarówno tych pozytywnych jak i negatywnych)","","Specjalizacje jakie oferowała uczelnia (teraz wiem że to scam lol)","Lokalizacja","Nie UJ","4","5","5","6","4","3","3","Trudno powiedzieć","1","5","6","5","2","4","3","2","6","5","3","7","Trudno powiedzieć","3","2","4","3","4","7","3","Trudno powiedzieć","Trudno powiedzieć","Kobieta","Brzostek","Miasto do 19 999 mieszkańców","podkarpackie","Pracuję, ale nie mam umowy",0,1,0,0,1,0,0,"",0,"Są pewne jednostki na tej uczelni, które bardzo zawyżyły moją ocenę, osoby które rzeczywiście mają na uwadze dobro studenta i reagują w sytuacjach, kiedy coś się dzieję. Pozatym generalna atmosfera jest raczej konserwatywna i często mam wrażenie że jestem traktowana z góry. Pozdrawiam przyjemna ankieta.","Mobile",NA,NA,"","00:00:56","00:00:13","00:00:07","","","00:00:04","00:00:07","","00:00:04","","00:00:18","00:01:15","00:02:37","00:05:41","00:01:03","00:01:00","00:00:45","00:00:22","00:01:35","00:01:07","00:01:01","00:00:39","00:00:57","00:00:21","00:03:53","UIK"
"660",70,397135727,"2024-01-11 17:18:28","2024-01-11 17:27:24","00:08:56","00:08:56","Filologia angielska",NA,"Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","6","","5","6","7","7","6","Nie jest to dla mnie istotne",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","nie wiem jak wyglądają inne uczelnie","","","łatwość dojazdu","oferta edukacyjna","stosunek wykładowców do studentów","Trudno powiedzieć","Trudno powiedzieć","6","6","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","6","6","6","6","6","4","6","6","Trudno powiedzieć","6","Trudno powiedzieć","4","5","5","6","7","7","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Mężczyzna","","Wieś","małopolskie","Nie pracuję",1,1,1,0,0,0,0,"",0,"","PC",NA,NA,"","00:00:15","00:00:09","00:00:06","00:00:03","","","00:00:05","","00:00:03","","00:00:12","","00:00:43","00:00:30","00:00:14","00:00:52","00:02:55","00:00:08","00:00:32","00:00:39","00:00:40","00:00:11","00:00:26","00:00:10","00:00:03","UIK"
"661",71,397136144,"2024-01-11 17:11:57","2024-01-11 17:32:17","00:20:20","00:20:20","Psychologia",NA,"Niestacjonarne","Jednolite studia magisterskie","","","Pierwszy","To jest uczelnia pierwszego wyboru","","Tak","Uniwersytet Pedagogiczny im. KEN w Krakowie","Nie","6","","4","6","6","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne","Trudno powiedzieć",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,"","Przyjazna i jednocześnie profesjonalna kadra","Szacunek i otwartość wobec studentów","Kameralność","Dostępność wybranego przeze mnie kierunku studiów w formie niestacjonarnej (inne uczelnie krakowskie oferowały go tylko jako stacjonarny)","Ten typ katolicyzmu (jezuitów znam z otwartości na współczesność i na drugiego człowieka, mądrości)","Kameralność","7","Trudno powiedzieć","4","7","6","Trudno powiedzieć","5","Trudno powiedzieć","7","6","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","7","7","3","5","5","7","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","2","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","5","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Kobieta","Kraków","Miasto 500 000 i więcej mieszkańców","małopolskie","Pracuję na etat (pełny lub część)",1,0,0,0,0,0,0,"",0,"","PC",NA,NA,"","00:01:44","00:00:14","00:00:10","","","00:00:05","00:00:07","","00:00:09","00:00:18","00:00:15","","00:01:35","00:00:48","00:00:50","00:02:10","00:03:47","00:02:11","00:00:54","00:02:09","00:01:14","00:00:19","00:01:04","00:00:11","00:00:06","UIK"
"662",72,397137110,"2024-01-11 17:31:00","2024-01-11 17:44:37","00:13:37","00:13:37","Filologia angielska",NA,"Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Tak","Uniwersytet Ekonomiczny w Krakowie","Tak","6","","5","6","7","7","6","Trudno powiedzieć",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"","kameralny","spokojna atmosfera","życzliwi ludzie","katolicka","blisko centrum","posiada kierunek który chciałam","Trudno powiedzieć","Trudno powiedzieć","5","4","5","6","5","6","6","6","5","Trudno powiedzieć","Trudno powiedzieć","6","Trudno powiedzieć","4","6","4","6","2","Trudno powiedzieć","3","2","5","6","6","5","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Kobieta","Wysoka","Wieś","podkarpackie","Nie pracuję",1,1,1,0,0,0,0,"",0,"Dzięki temu, że ma jest raczej niewielka i kameralna wywołuje poczucie bezpieczeństwa i wspólnoty","Mobile",NA,NA,"","00:00:54","00:00:24","00:00:08","00:00:03","","","00:00:19","","00:00:08","00:00:18","00:00:14","","00:01:25","00:00:58","00:00:33","00:00:42","00:00:44","00:00:19","00:01:54","00:01:08","00:01:08","00:00:28","00:00:33","00:00:17","00:01:00","UIK"
"663",73,397137398,"2024-01-11 17:37:21","2024-01-11 17:48:50","00:11:29","00:11:29","Zarządzanie i nowe technologie w sferze publicznej",NA,"Stacjonarne","Pierwszy","Pierwszy","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet ekonomiczny","Nie","","Tak","4","W sezonie zimowym słabe ogrzewanie, które negatywnie wpływa na koncentrację i samopoczucie studentów. Przedmioty dodatkowe np. Katolicka nauka społeczna nie powinny kończyć semestru egzaminem, gdyż wcześniej studenci muszą napisać w miarę dobrze rozbudowaną pracę zaliczeniową. Automaty na plus, jednak ceny dosyć wygórowane , lokalizacja i architektura oceniona pozytywnie","6","5","6","5","3","3",1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"","-","-","-","przebieg kierunku","praca po ukończeniu studiów","-","5","3","3","4","4","4","5","6","5","Trudno powiedzieć","6","6","6","5","2","2","7","4","4","3","Trudno powiedzieć","5","2","2","6","6","Trudno powiedzieć","4","7","5","Kobieta","Zakliczyn","Miasto do 19 999 mieszkańców","małopolskie","Wykonuję umowy zlecenia, umowy o dzieło",0,0,0,0,1,0,0,"",0,"-","PC",NA,NA,"","00:00:24","00:00:06","00:00:06","00:00:03","","","00:00:05","00:00:11","00:00:03","","00:00:08","00:04:52","00:00:19","00:00:32","00:00:20","00:00:27","00:00:25","00:00:03","00:00:33","00:00:28","00:00:28","00:00:19","00:01:23","00:00:09","00:00:05","UIK"
